    -10.000    -0.044
     -9.875    -0.077
     -9.750    -0.057
     -9.625    -0.053
     -9.500    -0.037
     -9.375    -0.026
     -9.250    -0.007
     -9.125     0.009
     -9.000     0.026
     -8.875     0.039
     -8.750     0.047
     -8.625     0.047
     -8.500     0.040
     -8.375     0.028
     -8.250     0.010
     -8.125    -0.011
     -8.000    -0.035
     -7.875    -0.059
     -7.750    -0.083
     -7.625    -0.101
     -7.500    -0.114
     -7.375    -0.117
     -7.250    -0.113
     -7.125    -0.101
     -7.000    -0.084
     -6.875    -0.063
     -6.750    -0.040
     -6.625    -0.017
     -6.500     0.006
     -6.375     0.026
     -6.250     0.040
     -6.125     0.049
     -6.000     0.048
     -5.875     0.039
     -5.750     0.022
     -5.625    -0.001
     -5.500    -0.026
     -5.375    -0.051
     -5.250    -0.073
     -5.125    -0.090
     -5.000    -0.101
     -4.875    -0.104
     -4.750    -0.098
     -4.625    -0.085
     -4.500    -0.066
     -4.375    -0.044
     -4.250    -0.022
     -4.125    -0.003
     -4.000     0.010
     -3.875     0.018
     -3.750     0.021
     -3.625     0.019
     -3.500     0.014
     -3.375     0.004
     -3.250    -0.010
     -3.125    -0.029
     -3.000    -0.050
     -2.875    -0.070
     -2.750    -0.088
     -2.625    -0.101
     -2.500    -0.107
     -2.375    -0.108
     -2.250    -0.104
     -2.125    -0.097
     -2.000    -0.086
     -1.875    -0.072
     -1.750    -0.052
     -1.625    -0.028
     -1.500    -0.002
     -1.375     0.024
     -1.250     0.044
     -1.125     0.054
     -1.000     0.054
     -0.875     0.044
     -0.750     0.030
     -0.625     0.018
     -0.500     0.015
     -0.375     0.031
     -0.250     0.071
     -0.125     0.144
      0.000     0.254
      0.125     0.400
      0.250     0.571
      0.375     0.740
      0.500     0.871
      0.625     0.928
      0.750     0.885
      0.875     0.740
      1.000     0.511
      1.125     0.233
      1.250    -0.056
      1.375    -0.322
      1.500    -0.544
      1.625    -0.706
      1.750    -0.800
      1.875    -0.816
      2.000    -0.751
      2.125    -0.608
      2.250    -0.404
      2.375    -0.166
      2.500     0.075
      2.625     0.288
      2.750     0.450
      2.875     0.550
      3.000     0.585
      3.125     0.558
      3.250     0.474
      3.375     0.342
      3.500     0.177
      3.625    -0.005
      3.750    -0.179
      3.875    -0.323
      4.000    -0.415
      4.125    -0.443
      4.250    -0.404
      4.375    -0.303
      4.500    -0.159
      4.625     0.006
      4.750     0.168
      4.875     0.305
      5.000     0.403
      5.125     0.454
      5.250     0.458
      5.375     0.421
      5.500     0.347
      5.625     0.242
      5.750     0.116
      5.875    -0.020
      6.000    -0.149
      6.125    -0.256
      6.250    -0.328
      6.375    -0.360
      6.500    -0.354
      6.625    -0.316
      6.750    -0.255
      6.875    -0.179
      7.000    -0.096
      7.125    -0.012
      7.250     0.066
      7.375     0.129
      7.500     0.169
      7.625     0.181
      7.750     0.166
      7.875     0.126
      8.000     0.072
      8.125     0.016
      8.250    -0.031
      8.375    -0.058
      8.500    -0.063
      8.625    -0.047
      8.750    -0.018
      8.875     0.013
      9.000     0.038
      9.125     0.050
      9.250     0.049
      9.375     0.037
      9.500     0.019
      9.625    -0.003
      9.750    -0.025
      9.875    -0.047
     10.000    -0.069
     10.125    -0.089
     10.250    -0.105
     10.375    -0.114
     10.500    -0.109
     10.625    -0.090
     10.750    -0.057
